OverallQual,GrLivArea,GarageCars,TotalBsmtSF,1stFlrSF,GarageFinish,Fireplaces,OpenPorchSF,LotArea,CentralAir_Y,YearRemodAdd_Age,YearBuilt_Age,SalePrice
6,0.5289217121694056,2,-0.40661481935116234,-0.8000795495187878,2,0,0.840985492347445,-0.14006179999751847,1,-0.8877724156266827,-1.1763436516063706,0.5722873227312284
5,-0.3815693981714579,2,0.5120960492504801,0.4287120719521813,2,1,-1.0721057832305951,0.10653457221211896,1,0.6737626663528848,0.08018007588011679,0.22895439014832192
6,0.6593535059745554,2,-0.2554569372736883,-0.569019396579005,2,1,0.6673974889977955,0.41439617634617115,1,-0.7940597545677439,-1.0478840968405325,0.7428837048819802
6,0.5411740339818903,3,-0.648714998976494,-0.429924956830327,1,1,0.5833932030074563,0.09642371349876681,1,0.8781836677566973,1.5335553672617617,-0.42384677620276834
7,1.2823022781566327,3,0.25628164268936976,0.1242129868551747,2,1,0.9912874699293279,0.87738017862463,1,-0.620610171278332,-0.9869635878792488,1.0160886789360202
4,-0.15314666027086982,2,-0.5509542196694274,-1.0342727853945213,1,0,0.5128399931419436,0.857353224016528,1,-0.2517300944713937,-0.6094894504874105,-0.37003556351451566
7,0.5007278805557346,2,1.3934713431986685,1.3361073933636902,2,1,0.8092907230240054,0.20185037557223187,1,-1.0916674371130612,-1.2442541275848766,1.5107051344496198
6,1.131039236092822,2,0.17178914514484458,0.018041119819365292,2,2,1.4137686205471487,0.2583540501305702,1,0.7795404103255813,0.18036293522477623,0.46963664706352837
6,0.6391306682561116,2,-0.1808857256682575,-0.23439496242043042,1,2,-1.0721057832305951,-0.7592778433665326,1,1.403223352246756,1.235318553904302,-0.6146008014593188
4,-0.8561366293366064,1,-0.09085674980424238,-0.06859231154247208,2,2,-0.33763126350556866,-0.39029551370321164,1,1.403223352246756,1.0700239016381086,-0.8610104042794585
4,-0.9607454831816216,1,0.02099219241996261,-0.17909461753101424,1,0,-1.0721057832305951,0.40572973608935425,1,1.0289351089040366,0.42577972080801285,-0.6224815022029495
8,1.4496912012701255,3,0.32248365954072505,0.22400243799024944,3,2,0.3515198838155106,0.5277096340769619,1,-1.2030933452844175,-1.3149084152741513,1.7882201065910117
4,-1.3535870913996273,1,-0.2742020156730106,-0.5969382094726127,1,0,-1.0721057832305951,0.6915172627947861,1,1.1122727472122156,0.5108177433037668,-0.35236853332678253
6,0.12405178814085811,3,1.002323397523945,0.9514226781748585,2,1,0.5564089135045622,0.3082069513575257,1,-1.321847464300752,-1.3885632653906541,1.2856893483254712
5,-0.40300387922640857,1,0.4926386411834188,0.4063911890074323,2,1,1.43450554611596,0.35649338549719156,1,1.165209230967643,0.5656577033241722,-0.134041790315754
6,-1.550032050481228,2,-0.4640319725373875,-0.8075973304375176,1,0,1.127429852396696,-0.7592778433665326,1,-0.7051494646815796,1.2748072286682577,-0.5736518116470302
5,-1.066144005147819,2,-0.06104829316691558,-0.29075525982151373,3,1,-1.0721057832305951,0.41283897679564757,1,0.8781836677566973,0.2758506753406496,-0.26597305505846625
3,-0.30194512005794755,2,-3.1282054650655495,0.5115133116077777,1,0,-1.0721057832305951,0.33339620186359287,1,0.9705252730031451,0.367102277401576,-1.5657439377731586
4,-0.7550445114731313,2,0.18740822356250572,0.03789148933595192,1,0,1.0830739630354453,0.7981979472745646,1,-0.986783565549325,-1.2442541275848766,-0.10219053815821538
4,-0.20416983767701433,1,-0.0039980748646024356,0.6129405862470725,1,0,-1.0721057832305951,-0.3543729562178618,1,1.0289351089040366,0.6191123694902587,-0.44206057985475583
7,1.5161530240244747,3,0.28502262246093235,0.15966526334494824,2,1,1.279099245061993,0.8711861281634151,1,-1.2030933452844175,-1.3149084152741513,1.6487129395002
6,-0.771208742747945,1,-0.947750619982439,0.020885157903192387,1,1,-1.0721057832305951,-0.38280076050879697,1,1.403223352246756,1.2551492830905902,-0.43475815801110373
7,0.6744320677800691,2,1.5748579176432522,1.512160017049357,2,1,1.294368468922337,0.13497342831321257,1,-0.7940597545677439,-1.1109526927147864,0.8130111321190391
4,-0.9037487241864188,2,0.02099219241996261,-0.11884709315911084,1,1,1.1188774454522425,-1.4634802262118956,1,0.6737626663528848,0.08018007588011679,-0.6146008014593188
4,-0.9037487241864188,1,0.06625787802671675,-0.11884709315911084,1,1,1.0238566433182352,-0.18718248115872554,1,-0.7051494646815796,0.33713028414998536,-0.18264828080889972
7,0.3295386359006218,3,1.150420161708701,1.1617748875983211,2,1,0.8010296632860621,0.8732529215211409,1,-1.321847464300752,-1.4655145841774087,1.0764472517007602
4,-1.3931907178576384,2,-0.30239816619399346,-0.6393152082187684,1,0,0.5423229954420452,-0.4480949735287028,1,-0.620610171278332,0.7963216909949308,-0.5201325581650165
7,0.51837991888589,3,1.429543498015891,1.354036681598136,2,1,0.7482394972420398,0.45344756637347267,1,-1.4488611339750634,-1.4655145841774087,1.5029098540642778
4,0.3295386359006218,1,0.9816125510935699,1.1617748875983211,2,2,1.5267504509481267,1.1424881737779307,1,-0.3896661626859315,0.6453438436470534,0.5604472339917851
3,-3.0309707737107328,1,-1.2559940979686914,-2.433167308364824,1,0,-1.0721057832305951,-0.6966176337428849,0,1.403223352246756,1.3136178015045938,-2.2911934461377332
3,-0.25379749597684786,1,-0.9169894706174226,-1.6993327588845428,1,0,0.7840691683396771,-0.12868095990310796,0,1.403223352246756,1.444465158518876,-3.7669296552662366
4,-0.46335789437086644,1,0.4384028186501964,0.3434701308848932,1,0,0.8707216963227454,-0.11871938499375234,1,-1.2030933452844175,0.3966477066993612,-0.260042851258867
7,-0.4487621452718535,2,0.45144479584647484,0.3586963168186499,2,0,0.5128399931419436,0.37932751728345193,1,-1.321847464300752,-1.4655145841774087,0.20690701902763842
4,0.5113315092990318,2,0.8020018545090049,1.3468786158104562,2,1,0.6212130837336173,0.2898872921586286,1,1.1909440936996103,0.5925533714280606,-0.0015807716858536713
